denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
10,69,Ordered,square,20,stay,1591
10,69,Ordered,square,50,evacuate,943
100,69,Ordered,square,80,evacuate,2326
100,69,Ordered,square,10,stay,1349
10,69,Ordered,square,40,evacuate,1600
10,69,Ordered,square,90,evacuate,1103
100,69,Ordered,square,0,stay,2072
10,69,Ordered,house,100,evacuate,3220
100,69,Ordered,house,30,stay,4589
10,69,Ordered,house,60,evacuate,1631
10,69,Ordered,house,90,evacuate,1254
10,69,Ordered,house,80,evacuate,1031
100,69,Ordered,house,20,stay,2309
100,69,Ordered,house,90,evacuate,1419
10,69,Ordered,house,30,stay,2510
100,69,Ordered,house,60,evacuate,1477
100,69,Ordered,house,80,evacuate,989
10,69,Ordered,house,40,evacuate,2358
10,69,Ordered,house,50,evacuate,1158
100,69,Ordered,house,50,evacuate,2258
100,69,Ordered,house,40,evacuate,1243
10,69,Ordered,house,20,stay,1432
100,69,Ordered,house,10,stay,2389
10,69,Ordered,house,70,evacuate,1131
100,69,Ordered,house,70,evacuate,2396
10,69,Ordered,house,10,stay,1447
10,69,Random,square,90,evacuate,3596
10,69,Random,square,60,evacuate,1303
10,69,Random,square,70,evacuate,2575
10,69,Random,square,80,evacuate,1375
10,69,Random,square,50,evacuate,1303
100,69,Random,square,30,evacuate,7253
100,69,Random,square,60,evacuate,1295
100,69,Random,square,80,evacuate,1270
100,69,Random,square,20,stay,4102
10,69,Random,square,10,stay,1448
100,69,Random,square,50,evacuate,1318
10,69,Random,square,20,stay,1774
100,69,Random,square,90,evacuate,1246
100,69,Random,square,70,evacuate,1749
10,69,Random,square,100,evacuate,1295
100,69,Random,square,40,evacuate,1502
100,69,Random,square,10,stay,1760
10,69,Random,square,40,evacuate,1671
10,69,Random,square,30,stay,3494
100,69,Random,house,80,evacuate,4463
10,69,Random,house,40,evacuate,2077
100,69,Random,house,50,evacuate,1460
100,69,Random,house,30,evacuate,3069
100,69,Random,house,60,evacuate,1421
10,69,Random,house,90,evacuate,1840
100,69,Random,house,20,stay,4171
100,69,Random,house,40,evacuate,1085
100,69,Random,house,0,stay,1435
100,69,Random,house,70,evacuate,1203
100,69,Random,house,10,stay,1844
10,69,Random,house,60,evacuate,1582
10,69,Random,house,20,stay,1575
10,69,Random,house,30,evacuate,1838
10,69,Random,house,10,stay,1423
10,69,Random,house,70,evacuate,1014
10,69,Random,house,50,evacuate,1160
100,69,Random,house,90,evacuate,1652
10,69,Random,house,80,evacuate,1423
100,70,NA,naturalFrequency,10,stay,4728
10,70,NA,naturalFrequency,80,stay,1264
100,70,NA,naturalFrequency,70,evacuate,1138
100,70,NA,naturalFrequency,90,evacuate,695
10,70,NA,naturalFrequency,40,stay,861
100,70,NA,naturalFrequency,60,evacuate,1044
10,70,NA,naturalFrequency,60,stay,996
100,70,NA,naturalFrequency,20,evacuate,1028
100,70,NA,naturalFrequency,50,evacuate,1099
10,70,NA,naturalFrequency,10,stay,1029
100,70,NA,naturalFrequency,80,evacuate,885
10,70,NA,naturalFrequency,50,stay,1193
10,70,NA,naturalFrequency,90,stay,916
10,70,NA,naturalFrequency,70,evacuate,1516
100,70,NA,naturalFrequency,40,evacuate,1280
100,70,NA,naturalFrequency,30,evacuate,2150
10,70,NA,naturalFrequency,20,evacuate,3335
10,70,NA,naturalFrequency,0,stay,1361
10,70,NA,naturalFrequency,30,evacuate,1691
100,70,Ordered,square,100,evacuate,4765
100,70,Ordered,square,20,evacuate,3351
10,70,Ordered,square,20,evacuate,1184
10,70,Ordered,square,40,evacuate,791
100,70,Ordered,square,30,evacuate,1279
10,70,Ordered,square,70,evacuate,971
10,70,Ordered,square,30,evacuate,1029
10,70,Ordered,square,80,evacuate,831
100,70,Ordered,square,60,evacuate,1187
100,70,Ordered,square,70,evacuate,726
100,70,Ordered,square,50,evacuate,860
10,70,Ordered,square,10,stay,1573
100,70,Ordered,square,80,evacuate,941
100,70,Ordered,square,90,evacuate,775
10,70,Ordered,square,50,evacuate,987
100,70,Ordered,square,10,evacuate,3549
10,70,Ordered,square,90,evacuate,1107
100,70,Ordered,square,40,evacuate,1303
10,70,Ordered,square,60,evacuate,1114
100,70,Ordered,house,60,evacuate,7587
10,70,Ordered,house,100,evacuate,1295
10,70,Ordered,house,20,evacuate,1327
100,70,Ordered,house,10,stay,2006
100,70,Ordered,house,40,evacuate,796
10,70,Ordered,house,70,evacuate,1075
100,70,Ordered,house,90,evacuate,987
10,70,Ordered,house,30,evacuate,981
100,70,Ordered,house,20,evacuate,1618
10,70,Ordered,house,80,evacuate,972
100,70,Ordered,house,70,evacuate,1000
10,70,Ordered,house,10,stay,1224
100,70,Ordered,house,50,evacuate,885
10,70,Ordered,house,60,evacuate,862
10,70,Ordered,house,50,evacuate,893
10,70,Ordered,house,90,evacuate,718
100,70,Ordered,house,30,evacuate,1460
10,70,Ordered,house,40,evacuate,963
100,70,Ordered,house,80,evacuate,1365
10,70,Random,square,80,evacuate,1256
10,70,Random,square,10,stay,1215
100,70,Random,square,80,evacuate,1590
100,70,Random,square,20,evacuate,1841
100,70,Random,square,30,evacuate,8488
10,70,Random,square,30,evacuate,1179
10,70,Random,square,100,evacuate,962
100,70,Random,square,90,evacuate,1028
10,70,Random,square,60,evacuate,869
100,70,Random,square,60,evacuate,989
100,70,Random,square,40,evacuate,1034
10,70,Random,square,20,evacuate,1114
100,70,Random,square,10,stay,2095
100,70,Random,square,50,evacuate,514
10,70,Random,square,90,evacuate,2119
10,70,Random,square,40,evacuate,694
10,70,Random,square,70,evacuate,679
10,70,Random,square,50,evacuate,766
100,70,Random,square,70,evacuate,1044
10,70,Random,house,80,evacuate,2908
100,70,Random,house,90,evacuate,977
100,70,Random,house,10,stay,1453
100,70,Random,house,0,stay,907
10,70,Random,house,90,evacuate,1327
10,70,Random,house,20,evacuate,1193
10,70,Random,house,50,evacuate,884
100,70,Random,house,30,evacuate,1336
100,70,Random,house,70,evacuate,779
100,70,Random,house,20,evacuate,961
10,70,Random,house,40,evacuate,1090
10,70,Random,house,60,evacuate,805
100,70,Random,house,80,evacuate,1144
10,70,Random,house,70,evacuate,837
10,70,Random,house,10,stay,957
100,70,Random,house,60,evacuate,971
100,70,Random,house,50,evacuate,608
10,70,Random,house,30,evacuate,1052
100,70,Random,house,40,evacuate,860
10,71,NA,naturalFrequency,80,evacuate,14198
100,71,NA,naturalFrequency,90,evacuate,6313
100,71,NA,naturalFrequency,30,stay,2741
10,71,NA,naturalFrequency,70,evacuate,2686
100,71,NA,naturalFrequency,60,evacuate,3284
10,71,NA,naturalFrequency,60,evacuate,2460
100,71,NA,naturalFrequency,40,stay,3346
100,71,NA,naturalFrequency,70,evacuate,3602
100,71,NA,naturalFrequency,10,stay,2174
10,71,NA,naturalFrequency,20,stay,1614
10,71,NA,naturalFrequency,40,evacuate,1452
10,71,NA,naturalFrequency,50,evacuate,1406
100,71,NA,naturalFrequency,80,evacuate,1623
100,71,NA,naturalFrequency,20,stay,2034
10,71,NA,naturalFrequency,30,stay,1382
10,71,NA,naturalFrequency,10,stay,1366
100,71,NA,naturalFrequency,0,stay,1562
10,71,NA,naturalFrequency,90,evacuate,2764
100,71,NA,naturalFrequency,50,evacuate,1792
10,71,Ordered,square,90,evacuate,15891
10,71,Ordered,square,10,stay,5540
10,71,Ordered,square,40,evacuate,7132
100,71,Ordered,square,50,evacuate,2373
10,71,Ordered,square,70,evacuate,6922
10,71,Ordered,square,50,evacuate,1614
100,71,Ordered,square,70,evacuate,2577
100,71,Ordered,square,40,stay,1511
10,71,Ordered,square,60,evacuate,4228
100,71,Ordered,square,80,evacuate,1428
100,71,Ordered,square,10,stay,4103
100,71,Ordered,square,20,stay,1800
100,71,Ordered,square,30,stay,4378
100,71,Ordered,square,60,evacuate,2852
100,71,Ordered,square,0,stay,1838
100,71,Ordered,square,90,evacuate,1522
10,71,Ordered,square,80,evacuate,4375
10,71,Ordered,square,20,stay,1605
10,71,Ordered,square,30,evacuate,3956
100,71,Ordered,house,40,evacuate,9774
100,71,Ordered,house,90,evacuate,1843
100,71,Ordered,house,60,evacuate,1160
10,71,Ordered,house,10,stay,2365
10,71,Ordered,house,80,evacuate,1791
100,71,Ordered,house,10,stay,2052
10,71,Ordered,house,70,evacuate,1387
100,71,Ordered,house,20,stay,2518
10,71,Ordered,house,20,stay,2133
10,71,Ordered,house,40,evacuate,1459
10,71,Ordered,house,90,evacuate,1325
10,71,Ordered,house,60,evacuate,2258
100,71,Ordered,house,50,evacuate,1510
100,71,Ordered,house,0,stay,1377
100,71,Ordered,house,70,evacuate,2254
100,71,Ordered,house,80,evacuate,897
100,71,Ordered,house,30,evacuate,2688
10,71,Ordered,house,50,evacuate,1735
10,71,Ordered,house,30,evacuate,4857
100,71,Random,square,10,stay,8004
10,71,Random,square,40,evacuate,5804
100,71,Random,square,60,evacuate,3443
10,71,Random,square,60,evacuate,1505
10,71,Random,square,30,stay,1296
100,71,Random,square,20,stay,2342
10,71,Random,square,20,stay,1391
10,71,Random,square,0,stay,1102
10,71,Random,square,90,evacuate,1046
10,71,Random,square,10,stay,3670
100,71,Random,square,80,evacuate,1473
100,71,Random,square,30,evacuate,1807
100,71,Random,square,70,evacuate,992
10,71,Random,square,80,evacuate,1240
10,71,Random,square,50,evacuate,1878
10,71,Random,square,70,evacuate,1606
100,71,Random,square,40,evacuate,3762
100,71,Random,square,50,evacuate,1504
100,71,Random,square,90,evacuate,1954
10,71,Random,house,60,evacuate,4063
100,71,Random,house,0,stay,1726
10,71,Random,house,10,stay,1527
10,71,Random,house,40,evacuate,1606
10,71,Random,house,80,evacuate,1047
10,71,Random,house,30,stay,1676
100,71,Random,house,60,evacuate,1409
100,71,Random,house,40,evacuate,2532
10,71,Random,house,90,evacuate,1899
100,71,Random,house,70,evacuate,1945
100,71,Random,house,80,evacuate,1764
100,71,Random,house,10,stay,1293
100,71,Random,house,50,evacuate,1617
10,71,Random,house,20,stay,1705
100,71,Random,house,20,stay,5279
100,71,Random,house,90,evacuate,1479
100,71,Random,house,30,stay,2115
10,71,Random,house,70,evacuate,1561
10,71,Random,house,50,evacuate,3615
10,72,NA,naturalFrequency,30,stay,7377
10,72,NA,naturalFrequency,60,evacuate,3586
100,72,NA,naturalFrequency,70,evacuate,1295
100,72,NA,naturalFrequency,40,stay,1782
100,72,NA,naturalFrequency,10,stay,1220
10,72,NA,naturalFrequency,0,stay,878
100,72,NA,naturalFrequency,90,evacuate,1274
10,72,NA,naturalFrequency,70,evacuate,1314
10,72,NA,naturalFrequency,20,stay,950
10,72,NA,naturalFrequency,90,evacuate,832
100,72,NA,naturalFrequency,50,stay,7648
10,72,NA,naturalFrequency,10,stay,982
100,72,NA,naturalFrequency,30,stay,914
10,72,NA,naturalFrequency,40,stay,616
100,72,NA,naturalFrequency,60,evacuate,846
100,72,NA,naturalFrequency,80,evacuate,728
100,72,NA,naturalFrequency,20,stay,688
10,72,NA,naturalFrequency,50,stay,1624
10,72,NA,naturalFrequency,80,evacuate,756
10,72,Ordered,square,90,evacuate,6630
100,72,Ordered,square,90,evacuate,1202
10,72,Ordered,square,60,evacuate,1303
100,72,Ordered,square,0,stay,1036
10,72,Ordered,square,10,stay,1100
100,72,Ordered,square,40,stay,794
10,72,Ordered,square,40,stay,900
100,72,Ordered,square,10,stay,872
100,72,Ordered,square,70,evacuate,1010
100,72,Ordered,square,80,evacuate,730
100,72,Ordered,square,60,evacuate,820
10,72,Ordered,square,80,evacuate,982
100,72,Ordered,square,50,stay,922
10,72,Ordered,square,70,evacuate,934
10,72,Ordered,square,50,stay,706
100,72,Ordered,square,20,stay,1099
100,72,Ordered,square,30,stay,774
10,72,Ordered,square,30,stay,812
10,72,Ordered,square,20,stay,756
10,72,Ordered,house,90,evacuate,2602
10,72,Ordered,house,10,stay,1118
100,72,Ordered,house,80,evacuate,958
100,72,Ordered,house,70,evacuate,901
100,72,Ordered,house,50,evacuate,878
10,72,Ordered,house,20,stay,996
100,72,Ordered,house,40,stay,851
100,72,Ordered,house,90,evacuate,1007
10,72,Ordered,house,70,evacuate,950
10,72,Ordered,house,40,stay,1377
100,72,Ordered,house,30,stay,707
10,72,Ordered,house,60,evacuate,912
100,72,Ordered,house,20,stay,822
100,72,Ordered,house,60,evacuate,673
10,72,Ordered,house,50,stay,1002
10,72,Ordered,house,100,evacuate,652
10,72,Ordered,house,80,evacuate,678
100,72,Ordered,house,10,stay,951
10,72,Ordered,house,30,stay,837
10,72,Random,square,0,stay,2353
100,72,Random,square,50,stay,4139
100,72,Random,square,70,evacuate,677
10,72,Random,square,60,evacuate,1116
10,72,Random,square,20,stay,672
10,72,Random,square,10,stay,841
100,72,Random,square,40,stay,1218
10,72,Random,square,70,evacuate,782
100,72,Random,square,10,stay,765
100,72,Random,square,90,evacuate,618
10,72,Random,square,40,stay,1714
100,72,Random,square,20,stay,837
100,72,Random,square,30,stay,728
10,72,Random,square,30,stay,1036
10,72,Random,square,90,evacuate,596
100,72,Random,square,80,evacuate,857
10,72,Random,square,50,stay,3841
100,72,Random,square,60,evacuate,939
10,72,Random,square,80,evacuate,1476
100,72,Random,house,80,evacuate,2595
100,72,Random,house,70,stay,1454
10,72,Random,house,0,stay,1110
100,72,Random,house,20,stay,919
10,72,Random,house,80,evacuate,950
10,72,Random,house,30,stay,980
100,72,Random,house,40,stay,902
10,72,Random,house,10,stay,866
10,72,Random,house,60,evacuate,1136
100,72,Random,house,10,stay,869
10,72,Random,house,90,evacuate,1108
100,72,Random,house,50,stay,902
100,72,Random,house,30,stay,695
100,72,Random,house,60,stay,1271
10,72,Random,house,20,stay,986
10,72,Random,house,50,evacuate,880
100,72,Random,house,90,evacuate,940
10,72,Random,house,70,evacuate,1206
10,72,Random,house,40,stay,1062
100,73,NA,naturalFrequency,50,evacuate,10996
100,73,NA,naturalFrequency,20,evacuate,8294
100,73,NA,naturalFrequency,40,evacuate,5296
10,73,NA,naturalFrequency,30,evacuate,5998
10,73,NA,naturalFrequency,80,evacuate,3390
100,73,NA,naturalFrequency,90,evacuate,4607
100,73,NA,naturalFrequency,70,evacuate,2702
10,73,NA,naturalFrequency,50,evacuate,2004
10,73,NA,naturalFrequency,60,evacuate,3563
10,73,NA,naturalFrequency,90,evacuate,1718
100,73,NA,naturalFrequency,30,stay,2359
10,73,NA,naturalFrequency,100,evacuate,2405
100,73,NA,naturalFrequency,10,stay,2330
100,73,NA,naturalFrequency,80,evacuate,2452
10,73,NA,naturalFrequency,70,evacuate,2051
100,73,NA,naturalFrequency,60,evacuate,3202
10,73,NA,naturalFrequency,10,stay,3748
10,73,NA,naturalFrequency,20,stay,1577
10,73,NA,naturalFrequency,40,stay,1499
100,73,Ordered,square,50,evacuate,9007
100,73,Ordered,square,30,stay,5236
10,73,Ordered,square,70,evacuate,2693
10,73,Ordered,square,60,stay,1543
10,73,Ordered,square,90,stay,2514
100,73,Ordered,square,60,evacuate,4641
100,73,Ordered,square,80,evacuate,1982
100,73,Ordered,square,40,stay,1527
10,73,Ordered,square,20,stay,2419
10,73,Ordered,square,80,evacuate,1390
100,73,Ordered,square,0,stay,2085
10,73,Ordered,square,40,stay,2170
10,73,Ordered,square,10,stay,1288
100,73,Ordered,square,70,evacuate,1894
10,73,Ordered,square,30,stay,1612
100,73,Ordered,square,90,evacuate,1735
10,73,Ordered,square,50,evacuate,2542
100,73,Ordered,square,10,stay,2727
100,73,Ordered,square,20,stay,1542
10,73,Ordered,house,70,evacuate,3730
100,73,Ordered,house,90,evacuate,3426
100,73,Ordered,house,30,stay,1532
100,73,Ordered,house,50,stay,2089
100,73,Ordered,house,20,stay,1352
10,73,Ordered,house,10,stay,7808
10,73,Ordered,house,30,stay,1243
100,73,Ordered,house,40,stay,1787
10,73,Ordered,house,0,stay,2890
100,73,Ordered,house,80,evacuate,1759
100,73,Ordered,house,60,evacuate,2356
10,73,Ordered,house,50,stay,2188
10,73,Ordered,house,60,evacuate,1720
10,73,Ordered,house,80,evacuate,1458
10,73,Ordered,house,20,stay,1354
10,73,Ordered,house,40,stay,1478
100,73,Ordered,house,70,evacuate,3709
100,73,Ordered,house,10,stay,1414
10,73,Ordered,house,90,evacuate,12397
10,73,Random,square,90,evacuate,2773
100,73,Random,square,90,evacuate,1691
10,73,Random,square,20,stay,1543
10,73,Random,square,60,evacuate,1371
100,73,Random,square,100,evacuate,1659
100,73,Random,square,70,stay,1616
10,73,Random,square,40,stay,1812
10,73,Random,square,70,evacuate,2019
100,73,Random,square,60,evacuate,2100
100,73,Random,square,40,stay,1796
100,73,Random,square,10,stay,1630
10,73,Random,square,30,stay,1743
100,73,Random,square,20,stay,1831
100,73,Random,square,50,evacuate,1431
100,73,Random,square,30,stay,1348
10,73,Random,square,50,stay,1687
100,73,Random,square,80,evacuate,2430
10,73,Random,square,80,evacuate,1798
10,73,Random,square,10,stay,1351
100,73,Random,house,10,stay,2207
10,73,Random,house,80,evacuate,2098
100,73,Random,house,50,evacuate,2034
10,73,Random,house,60,evacuate,1960
10,73,Random,house,20,stay,2126
10,73,Random,house,90,evacuate,1382
100,73,Random,house,30,stay,2330
100,73,Random,house,40,stay,5156
10,73,Random,house,10,stay,1933
10,73,Random,house,70,evacuate,1967
100,73,Random,house,80,evacuate,2083
100,73,Random,house,20,stay,1558
100,73,Random,house,100,evacuate,1628
10,73,Random,house,50,evacuate,4607
100,73,Random,house,60,evacuate,3116
10,73,Random,house,40,stay,2643
100,73,Random,house,70,evacuate,2089
10,73,Random,house,30,stay,4648
100,73,Random,house,90,evacuate,1890
10,74,NA,naturalFrequency,10,stay,9347
10,74,NA,naturalFrequency,50,evacuate,3640
10,74,NA,naturalFrequency,60,evacuate,3444
100,74,NA,naturalFrequency,80,evacuate,2500
100,74,NA,naturalFrequency,60,evacuate,1886
100,74,NA,naturalFrequency,70,evacuate,1714
100,74,NA,naturalFrequency,40,evacuate,5414
100,74,NA,naturalFrequency,30,stay,6708
10,74,NA,naturalFrequency,30,stay,3717
100,74,NA,naturalFrequency,0,stay,4332
10,74,NA,naturalFrequency,20,stay,1580
10,74,NA,naturalFrequency,40,evacuate,1620
100,74,NA,naturalFrequency,50,evacuate,1698
10,74,NA,naturalFrequency,80,evacuate,1970
10,74,NA,naturalFrequency,90,evacuate,1386
100,74,NA,naturalFrequency,90,evacuate,1696
100,74,NA,naturalFrequency,10,stay,2620
100,74,NA,naturalFrequency,20,stay,2050
10,74,NA,naturalFrequency,70,evacuate,1802
10,74,Ordered,square,70,evacuate,7966
10,74,Ordered,square,40,evacuate,4221
100,74,Ordered,square,20,stay,2392
10,74,Ordered,square,50,evacuate,1870
100,74,Ordered,square,50,evacuate,1964
100,74,Ordered,square,30,stay,2600
100,74,Ordered,square,90,evacuate,2052
100,74,Ordered,square,80,evacuate,3728
10,74,Ordered,square,60,evacuate,1772
10,74,Ordered,square,10,stay,1428
100,74,Ordered,square,40,evacuate,3994
100,74,Ordered,square,10,stay,1634
10,74,Ordered,square,90,evacuate,1800
10,74,Ordered,square,80,evacuate,2166
10,74,Ordered,square,20,stay,1826
10,74,Ordered,square,30,stay,2790
100,74,Ordered,square,100,evacuate,1588
100,74,Ordered,square,60,evacuate,1468
100,74,Ordered,square,70,evacuate,1616
100,74,Ordered,house,50,evacuate,8704
100,74,Ordered,house,30,stay,2326
100,74,Ordered,house,60,evacuate,1422
100,74,Ordered,house,20,stay,1218
10,74,Ordered,house,20,stay,3047
100,74,Ordered,house,10,stay,1435
10,74,Ordered,house,30,stay,1666
100,74,Ordered,house,70,evacuate,1614
10,74,Ordered,house,90,evacuate,1575
100,74,Ordered,house,90,evacuate,2344
10,74,Ordered,house,80,evacuate,2832
10,74,Ordered,house,50,evacuate,1471
10,74,Ordered,house,40,evacuate,4013
10,74,Ordered,house,70,evacuate,1506
100,74,Ordered,house,40,evacuate,1902
10,74,Ordered,house,60,evacuate,1584
10,74,Ordered,house,10,stay,1378
100,74,Ordered,house,80,evacuate,1518
100,74,Ordered,house,100,evacuate,1230
10,74,Random,square,30,stay,3812
100,74,Random,square,70,evacuate,4389
100,74,Random,square,80,evacuate,1472
100,74,Random,square,20,stay,1682
100,74,Random,square,90,evacuate,1280
100,74,Random,square,60,evacuate,1883
10,74,Random,square,0,stay,1624
10,74,Random,square,20,stay,1374
10,74,Random,square,60,evacuate,1240
100,74,Random,square,40,evacuate,3314
10,74,Random,square,70,evacuate,1971
10,74,Random,square,10,stay,1234
100,74,Random,square,50,evacuate,2918
10,74,Random,square,40,evacuate,2138
10,74,Random,square,80,evacuate,1959
10,74,Random,square,50,evacuate,1470
100,74,Random,square,10,stay,1338
10,74,Random,square,90,evacuate,1269
100,74,Random,square,30,stay,4886
10,74,Random,house,10,stay,3422
10,74,Random,house,20,stay,1393
100,74,Random,house,70,evacuate,1990
100,74,Random,house,40,evacuate,5006
100,74,Random,house,90,evacuate,1234
10,74,Random,house,30,stay,1648
100,74,Random,house,50,evacuate,4413
100,74,Random,house,80,evacuate,1562
10,74,Random,house,70,evacuate,1441
100,74,Random,house,20,stay,1434
100,74,Random,house,60,evacuate,3012
10,74,Random,house,90,evacuate,1359
10,74,Random,house,50,evacuate,1738
10,74,Random,house,40,stay,5952
100,74,Random,house,0,stay,2078
100,74,Random,house,30,stay,2158
10,74,Random,house,80,evacuate,2151
10,74,Random,house,60,evacuate,1937
100,74,Random,house,10,stay,1392
100,75,NA,naturalFrequency,100,evacuate,8055
100,75,NA,naturalFrequency,40,evacuate,5840
10,75,NA,naturalFrequency,30,stay,4196
10,75,NA,naturalFrequency,70,evacuate,2115
100,75,NA,naturalFrequency,30,evacuate,2059
100,75,NA,naturalFrequency,90,evacuate,3251
100,75,NA,naturalFrequency,80,evacuate,1088
10,75,NA,naturalFrequency,60,evacuate,2500
10,75,NA,naturalFrequency,90,evacuate,1071
100,75,NA,naturalFrequency,70,evacuate,2196
100,75,NA,naturalFrequency,50,evacuate,1634
100,75,NA,naturalFrequency,60,evacuate,1316
10,75,NA,naturalFrequency,20,stay,2204
10,75,NA,naturalFrequency,10,stay,1688
100,75,NA,naturalFrequency,20,stay,1553
10,75,NA,naturalFrequency,50,evacuate,2901
100,75,NA,naturalFrequency,10,stay,2114
10,75,NA,naturalFrequency,80,evacuate,2047
10,75,NA,naturalFrequency,40,evacuate,1420
100,75,Ordered,square,90,evacuate,8379
10,75,Ordered,square,30,evacuate,3239
10,75,Ordered,square,70,evacuate,1563
10,75,Ordered,square,20,stay,1451
10,75,Ordered,square,40,evacuate,1372
10,75,Ordered,square,60,evacuate,1304
100,75,Ordered,square,40,evacuate,1620
100,75,Ordered,square,50,evacuate,3260
10,75,Ordered,square,90,evacuate,1500
10,75,Ordered,square,80,evacuate,1543
10,75,Ordered,square,100,evacuate,3352
100,75,Ordered,square,60,evacuate,1172
100,75,Ordered,square,10,stay,1678
10,75,Ordered,square,50,evacuate,1610
100,75,Ordered,square,70,evacuate,1147
100,75,Ordered,square,30,evacuate,1295
100,75,Ordered,square,80,evacuate,1124
10,75,Ordered,square,10,stay,2056
100,75,Ordered,square,20,stay,2332
10,75,Ordered,house,40,evacuate,4037
100,75,Ordered,house,10,stay,2044
100,75,Ordered,house,90,evacuate,1244
100,75,Ordered,house,70,evacuate,939
100,75,Ordered,house,30,stay,2561
10,75,Ordered,house,90,evacuate,1194
10,75,Ordered,house,70,evacuate,935
100,75,Ordered,house,40,evacuate,1316
10,75,Ordered,house,60,evacuate,1374
100,75,Ordered,house,100,evacuate,1370
10,75,Ordered,house,20,stay,1621
100,75,Ordered,house,20,stay,1315
10,75,Ordered,house,50,evacuate,1291
100,75,Ordered,house,50,evacuate,1955
100,75,Ordered,house,60,evacuate,1271
10,75,Ordered,house,10,stay,3545
100,75,Ordered,house,80,evacuate,1211
10,75,Ordered,house,80,evacuate,5491
10,75,Ordered,house,30,evacuate,1609
10,75,Random,square,70,evacuate,3497
100,75,Random,square,10,stay,3790
10,75,Random,square,60,evacuate,1316
100,75,Random,square,40,evacuate,1158
10,75,Random,square,10,stay,1653
10,75,Random,square,50,evacuate,1387
10,75,Random,square,30,evacuate,1632
100,75,Random,square,90,evacuate,1123
100,75,Random,square,20,stay,1454
100,75,Random,square,30,evacuate,1554
10,75,Random,square,90,evacuate,1813
100,75,Random,square,60,evacuate,1889
100,75,Random,square,50,evacuate,1112
10,75,Random,square,80,evacuate,1554
10,75,Random,square,20,stay,2767
10,75,Random,square,40,evacuate,1667
100,75,Random,square,0,stay,1588
100,75,Random,square,70,evacuate,1554
100,75,Random,square,80,evacuate,1177
10,75,Random,house,0,stay,3452
10,75,Random,house,40,evacuate,1929
100,75,Random,house,20,stay,1607
10,75,Random,house,30,evacuate,1870
100,75,Random,house,70,evacuate,2203
10,75,Random,house,70,evacuate,1315
100,75,Random,house,90,evacuate,1259
100,75,Random,house,10,stay,1234
10,75,Random,house,90,evacuate,1161
100,75,Random,house,50,evacuate,1168
100,75,Random,house,80,evacuate,1213
10,75,Random,house,20,stay,1394
10,75,Random,house,50,evacuate,4243
10,75,Random,house,10,stay,1822
100,75,Random,house,40,stay,1964
100,75,Random,house,30,stay,1944
100,75,Random,house,60,evacuate,1304
10,75,Random,house,60,evacuate,1788
10,75,Random,house,80,evacuate,1013
100,76,NA,naturalFrequency,10,stay,5211
100,76,NA,naturalFrequency,50,evacuate,4334
10,76,NA,naturalFrequency,90,evacuate,2592
10,76,NA,naturalFrequency,50,evacuate,2772
100,76,NA,naturalFrequency,20,stay,2429
10,76,NA,naturalFrequency,70,evacuate,4151
100,76,NA,naturalFrequency,0,stay,1593
100,76,NA,naturalFrequency,90,evacuate,2289
10,76,NA,naturalFrequency,30,stay,3396
10,76,NA,naturalFrequency,20,stay,1750
100,76,NA,naturalFrequency,30,stay,1676
100,76,NA,naturalFrequency,40,stay,32252
10,76,NA,naturalFrequency,80,evacuate,1740
100,76,NA,naturalFrequency,60,evacuate,1382
10,76,NA,naturalFrequency,60,evacuate,1606
10,76,NA,naturalFrequency,10,stay,1093
100,76,NA,naturalFrequency,80,evacuate,3288
100,76,NA,naturalFrequency,70,evacuate,1008
10,76,NA,naturalFrequency,40,stay,1189
10,76,Ordered,square,90,evacuate,5471
100,76,Ordered,square,60,evacuate,2627
100,76,Ordered,square,40,stay,1609
10,76,Ordered,square,70,evacuate,1407
100,76,Ordered,square,90,evacuate,3971
10,76,Ordered,square,50,evacuate,2436
100,76,Ordered,square,10,stay,2444
10,76,Ordered,square,60,evacuate,2456
100,76,Ordered,square,80,stay,1522
100,76,Ordered,square,70,evacuate,1362
10,76,Ordered,square,80,stay,1523
100,76,Ordered,square,30,stay,2567
100,76,Ordered,square,50,stay,1430
10,76,Ordered,square,40,stay,5218
100,76,Ordered,square,20,stay,2197
10,76,Ordered,square,30,stay,3341
10,76,Ordered,square,20,stay,1864
100,76,Ordered,square,100,evacuate,1501
10,76,Ordered,square,10,stay,1557
100,76,Ordered,house,10,stay,2691
100,76,Ordered,house,50,stay,2851
100,76,Ordered,house,30,stay,1192
10,76,Ordered,house,60,evacuate,1537
10,76,Ordered,house,30,stay,1261
100,76,Ordered,house,0,stay,1659
10,76,Ordered,house,80,evacuate,3228
100,76,Ordered,house,80,stay,1630
100,76,Ordered,house,90,evacuate,1464
10,76,Ordered,house,50,evacuate,2575
100,76,Ordered,house,40,stay,1424
100,76,Ordered,house,20,stay,4548
100,76,Ordered,house,60,evacuate,1847
100,76,Ordered,house,70,evacuate,1839
10,76,Ordered,house,10,stay,1504
10,76,Ordered,house,40,evacuate,2709
10,76,Ordered,house,70,evacuate,2131
10,76,Ordered,house,90,stay,2344
10,76,Ordered,house,20,stay,2300
10,76,Random,square,20,stay,3117
100,76,Random,square,50,evacuate,1358
10,76,Random,square,90,evacuate,2530
10,76,Random,square,50,evacuate,1690
