denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
100,34,Random,house,40,stay,1160
100,34,Random,house,70,evacuate,1108
10,35,NA,naturalFrequency,30,evacuate,9032
10,35,NA,naturalFrequency,50,evacuate,3296
100,35,NA,naturalFrequency,20,stay,6944
100,35,NA,naturalFrequency,40,evacuate,1416
10,35,NA,naturalFrequency,90,evacuate,3176
10,35,NA,naturalFrequency,0,stay,1968
10,35,NA,naturalFrequency,40,evacuate,4592
100,35,NA,naturalFrequency,60,evacuate,2760
10,35,NA,naturalFrequency,80,evacuate,1296
10,35,NA,naturalFrequency,70,evacuate,816
10,35,NA,naturalFrequency,20,stay,880
10,35,NA,naturalFrequency,60,evacuate,848
100,35,NA,naturalFrequency,10,stay,3096
100,35,NA,naturalFrequency,90,evacuate,881
100,35,NA,naturalFrequency,50,evacuate,968
100,35,NA,naturalFrequency,70,evacuate,840
100,35,NA,naturalFrequency,80,evacuate,696
100,35,NA,naturalFrequency,30,evacuate,4488
10,35,NA,naturalFrequency,10,stay,2296
100,35,Ordered,square,10,stay,9583
10,35,Ordered,square,70,evacuate,3976
100,35,Ordered,square,20,stay,1320
10,35,Ordered,square,50,evacuate,2016
100,35,Ordered,square,70,evacuate,1392
10,35,Ordered,square,10,stay,1048
10,35,Ordered,square,60,evacuate,1104
10,35,Ordered,square,90,evacuate,736
100,35,Ordered,square,60,evacuate,1064
10,35,Ordered,square,40,evacuate,5928
10,35,Ordered,square,20,stay,912
100,35,Ordered,square,80,evacuate,3024
10,35,Ordered,square,100,evacuate,1080
100,35,Ordered,square,40,evacuate,2064
10,35,Ordered,square,30,stay,1264
100,35,Ordered,square,50,evacuate,1280
100,35,Ordered,square,90,evacuate,904
10,35,Ordered,square,80,evacuate,864
100,35,Ordered,square,30,stay,1392
100,35,Ordered,house,70,evacuate,2127
100,35,Ordered,house,30,stay,1839
10,35,Ordered,house,90,evacuate,1072
10,35,Ordered,house,20,stay,880
100,35,Ordered,house,60,evacuate,1063
100,35,Ordered,house,40,evacuate,1407
10,35,Ordered,house,70,evacuate,1368
10,35,Ordered,house,60,evacuate,800
100,35,Ordered,house,80,evacuate,903
100,35,Ordered,house,90,evacuate,663
10,35,Ordered,house,30,stay,792
10,35,Ordered,house,50,evacuate,856
10,35,Ordered,house,40,evacuate,800
100,35,Ordered,house,20,stay,1167
10,35,Ordered,house,80,evacuate,808
100,35,Ordered,house,50,evacuate,1831
100,35,Ordered,house,10,stay,1103
10,35,Ordered,house,10,stay,888
100,35,Ordered,house,100,evacuate,863
10,35,Random,square,50,evacuate,3271
10,35,Random,square,80,evacuate,672
10,35,Random,square,60,evacuate,736
10,35,Random,square,100,evacuate,720
10,35,Random,square,90,evacuate,560
100,35,Random,square,10,stay,1264
10,35,Random,square,20,stay,1096
100,35,Random,square,50,evacuate,1080
100,35,Random,square,60,evacuate,712
100,35,Random,square,80,evacuate,568
100,35,Random,square,30,stay,1056
100,35,Random,square,20,stay,736
100,35,Random,square,70,evacuate,720
100,35,Random,square,40,stay,1016
10,35,Random,square,10,stay,1264
10,35,Random,square,40,stay,1136
100,35,Random,square,90,evacuate,880
10,35,Random,square,70,evacuate,696
10,35,Random,square,30,stay,896
10,35,Random,house,80,evacuate,2119
10,35,Random,house,50,evacuate,1848
10,35,Random,house,10,stay,744
10,35,Random,house,40,stay,736
100,35,Random,house,90,evacuate,943
10,35,Random,house,0,stay,936
100,35,Random,house,20,stay,1007
100,35,Random,house,60,evacuate,959
100,35,Random,house,30,stay,807
100,35,Random,house,80,evacuate,679
10,35,Random,house,90,evacuate,784
100,35,Random,house,70,evacuate,807
100,35,Random,house,10,stay,831
10,35,Random,house,70,evacuate,960
10,35,Random,house,60,evacuate,848
100,35,Random,house,50,evacuate,799
10,35,Random,house,20,stay,1048
10,35,Random,house,30,stay,1496
100,35,Random,house,40,evacuate,967
100,36,NA,naturalFrequency,70,evacuate,8395
10,36,NA,naturalFrequency,70,evacuate,2336
100,36,NA,naturalFrequency,40,stay,2062
10,36,NA,naturalFrequency,90,evacuate,1989
10,36,NA,naturalFrequency,20,stay,1385
10,36,NA,naturalFrequency,80,evacuate,2214
100,36,NA,naturalFrequency,90,evacuate,2541
10,36,NA,naturalFrequency,60,evacuate,6208
100,36,NA,naturalFrequency,30,stay,1360
100,36,NA,naturalFrequency,20,stay,1024
10,36,NA,naturalFrequency,0,stay,1470
10,36,NA,naturalFrequency,50,stay,2019
100,36,NA,naturalFrequency,10,stay,1864
100,36,NA,naturalFrequency,50,evacuate,2581
100,36,NA,naturalFrequency,60,evacuate,1770
10,36,NA,naturalFrequency,30,stay,1297
10,36,NA,naturalFrequency,10,stay,1214
10,36,NA,naturalFrequency,40,stay,1226
100,36,NA,naturalFrequency,80,evacuate,1082
10,36,Ordered,square,0,evacuate,12330
100,36,Ordered,square,60,evacuate,7398
100,36,Ordered,square,50,evacuate,2298
10,36,Ordered,square,10,stay,1425
10,36,Ordered,square,30,stay,2753
100,36,Ordered,square,30,stay,1293
100,36,Ordered,square,90,evacuate,899
100,36,Ordered,square,40,stay,1061
10,36,Ordered,square,70,evacuate,1444
100,36,Ordered,square,20,stay,2558
10,36,Ordered,square,40,stay,1445
10,36,Ordered,square,80,evacuate,976
100,36,Ordered,square,80,evacuate,1005
100,36,Ordered,square,10,stay,990
10,36,Ordered,square,50,evacuate,1604
100,36,Ordered,square,70,evacuate,1498
10,36,Ordered,square,60,evacuate,1433
10,36,Ordered,square,20,stay,954
10,36,Ordered,square,90,evacuate,940
10,36,Ordered,house,50,evacuate,3405
10,36,Ordered,house,60,evacuate,838
100,36,Ordered,house,70,evacuate,1198
100,36,Ordered,house,90,evacuate,791
100,36,Ordered,house,40,stay,1099
10,36,Ordered,house,40,stay,1393
10,36,Ordered,house,90,evacuate,958
10,36,Ordered,house,10,stay,875
100,36,Ordered,house,50,evacuate,3198
100,36,Ordered,house,60,evacuate,1947
10,36,Ordered,house,30,stay,2793
100,36,Ordered,house,30,stay,1592
100,36,Ordered,house,20,stay,849
10,36,Ordered,house,70,evacuate,1197
10,36,Ordered,house,20,stay,1354
10,36,Ordered,house,80,evacuate,2032
10,36,Ordered,house,0,stay,1355
100,36,Ordered,house,80,evacuate,1523
100,36,Ordered,house,10,stay,952
100,36,Random,square,80,evacuate,3489
10,36,Random,square,50,evacuate,4040
10,36,Random,square,60,evacuate,1009
10,36,Random,square,20,stay,860
10,36,Random,square,80,evacuate,994
10,36,Random,square,90,evacuate,814
10,36,Random,square,30,stay,940
100,36,Random,square,100,evacuate,935
10,36,Random,square,70,evacuate,964
100,36,Random,square,30,stay,1918
10,36,Random,square,10,stay,1410
100,36,Random,square,90,evacuate,1032
100,36,Random,square,50,evacuate,1049
100,36,Random,square,20,stay,1305
100,36,Random,square,70,evacuate,785
100,36,Random,square,10,stay,1254
100,36,Random,square,40,evacuate,2809
10,36,Random,square,40,evacuate,1510
100,36,Random,square,60,evacuate,1002
100,36,Random,house,60,evacuate,2227
10,36,Random,house,90,evacuate,1133
100,36,Random,house,80,evacuate,1055
10,36,Random,house,30,stay,991
10,36,Random,house,0,stay,766
100,36,Random,house,90,evacuate,881
10,36,Random,house,60,evacuate,2071
10,36,Random,house,70,evacuate,2198
100,36,Random,house,40,evacuate,1936
10,36,Random,house,10,stay,865
10,36,Random,house,80,evacuate,3039
100,36,Random,house,50,evacuate,915
100,36,Random,house,70,evacuate,1179
100,36,Random,house,20,stay,988
100,36,Random,house,10,stay,806
100,36,Random,house,30,stay,2941
10,36,Random,house,40,stay,2591
10,36,Random,house,50,evacuate,2338
10,36,Random,house,20,stay,779
100,37,NA,naturalFrequency,50,evacuate,3374
100,37,NA,naturalFrequency,10,stay,5669
100,37,NA,naturalFrequency,90,evacuate,1147
100,37,NA,naturalFrequency,40,evacuate,1560
10,37,NA,naturalFrequency,60,evacuate,1591
10,37,NA,naturalFrequency,70,evacuate,653
10,37,NA,naturalFrequency,40,evacuate,1103
10,37,NA,naturalFrequency,100,evacuate,1467
10,37,NA,naturalFrequency,20,stay,885
100,37,NA,naturalFrequency,30,evacuate,1258
100,37,NA,naturalFrequency,60,evacuate,794
10,37,NA,naturalFrequency,10,stay,1027
100,37,NA,naturalFrequency,80,evacuate,811
10,37,NA,naturalFrequency,90,evacuate,682
10,37,NA,naturalFrequency,30,stay,848
10,37,NA,naturalFrequency,80,evacuate,630
100,37,NA,naturalFrequency,20,stay,1331
100,37,NA,naturalFrequency,70,evacuate,594
10,37,NA,naturalFrequency,50,evacuate,824
10,37,Ordered,square,40,evacuate,3547
100,37,Ordered,square,50,evacuate,1074
100,37,Ordered,square,60,evacuate,607
10,37,Ordered,square,60,evacuate,1108
100,37,Ordered,square,80,evacuate,930
10,37,Ordered,square,20,stay,1232
10,37,Ordered,square,30,evacuate,600
10,37,Ordered,square,80,evacuate,509
100,37,Ordered,square,10,stay,1343
100,37,Ordered,square,70,evacuate,637
100,37,Ordered,square,90,evacuate,563
100,37,Ordered,square,20,stay,726
10,37,Ordered,square,100,evacuate,819
10,37,Ordered,square,50,evacuate,593
10,37,Ordered,square,70,evacuate,570
100,37,Ordered,square,40,evacuate,839
10,37,Ordered,square,90,evacuate,697
100,37,Ordered,square,30,evacuate,704
10,37,Ordered,square,10,stay,713
100,37,Ordered,house,20,stay,6620
100,37,Ordered,house,40,evacuate,576
100,37,Ordered,house,90,evacuate,538
10,37,Ordered,house,90,evacuate,675
10,37,Ordered,house,30,evacuate,975
10,37,Ordered,house,50,evacuate,434
100,37,Ordered,house,30,evacuate,786
10,37,Ordered,house,40,evacuate,646
10,37,Ordered,house,10,stay,886
100,37,Ordered,house,70,evacuate,859
100,37,Ordered,house,60,evacuate,514
10,37,Ordered,house,60,evacuate,1110
100,37,Ordered,house,80,evacuate,854
100,37,Ordered,house,10,stay,966
10,37,Ordered,house,80,evacuate,727
10,37,Ordered,house,20,stay,786
100,37,Ordered,house,50,evacuate,733
10,37,Ordered,house,70,evacuate,690
100,37,Ordered,house,0,stay,846
100,37,Random,square,90,evacuate,4124
100,37,Random,square,80,evacuate,561
10,37,Random,square,80,evacuate,653
10,37,Random,square,40,evacuate,977
10,37,Random,square,60,evacuate,563
100,37,Random,square,60,evacuate,645
10,37,Random,square,20,stay,1064
100,37,Random,square,50,evacuate,660
100,37,Random,square,10,stay,855
10,37,Random,square,30,stay,1239
10,37,Random,square,10,stay,1044
10,37,Random,square,90,evacuate,504
10,37,Random,square,50,evacuate,616
100,37,Random,square,30,evacuate,1626
100,37,Random,square,0,stay,719
100,37,Random,square,20,stay,1537
100,37,Random,square,40,evacuate,485
100,37,Random,square,70,evacuate,549
10,37,Random,square,70,evacuate,954
10,37,Random,house,80,evacuate,2429
100,37,Random,house,80,evacuate,881
100,37,Random,house,10,stay,1325
100,37,Random,house,30,evacuate,613
10,37,Random,house,50,evacuate,719
10,37,Random,house,70,evacuate,481
100,37,Random,house,20,evacuate,869
100,37,Random,house,60,evacuate,634
100,37,Random,house,50,evacuate,777
10,37,Random,house,10,stay,1035
100,37,Random,house,70,evacuate,606
10,37,Random,house,30,evacuate,928
10,37,Random,house,90,evacuate,473
10,37,Random,house,40,evacuate,725
10,37,Random,house,20,stay,996
10,37,Random,house,100,evacuate,434
100,37,Random,house,40,evacuate,764
10,37,Random,house,60,evacuate,593
100,37,Random,house,90,evacuate,626
10,38,NA,naturalFrequency,60,evacuate,3832
100,38,NA,naturalFrequency,90,evacuate,2097
100,38,NA,naturalFrequency,0,stay,1100
10,38,NA,naturalFrequency,40,evacuate,902
10,38,NA,naturalFrequency,30,evacuate,903
100,38,NA,naturalFrequency,80,evacuate,866
100,38,NA,naturalFrequency,30,evacuate,883
10,38,NA,naturalFrequency,90,evacuate,1666
100,38,NA,naturalFrequency,10,evacuate,1367
10,38,NA,naturalFrequency,70,evacuate,2033
100,38,NA,naturalFrequency,20,evacuate,894
10,38,NA,naturalFrequency,20,evacuate,786
10,38,NA,naturalFrequency,80,evacuate,601
10,38,NA,naturalFrequency,50,evacuate,769
100,38,NA,naturalFrequency,40,evacuate,915
100,38,NA,naturalFrequency,70,evacuate,583
100,38,NA,naturalFrequency,60,evacuate,567
10,38,NA,naturalFrequency,10,evacuate,751
100,38,NA,naturalFrequency,50,evacuate,767
100,38,Ordered,square,50,evacuate,2161
100,38,Ordered,square,60,evacuate,1049
10,38,Ordered,square,10,stay,1600
100,38,Ordered,square,20,stay,998
10,38,Ordered,square,70,evacuate,983
100,38,Ordered,square,30,stay,982
10,38,Ordered,square,60,stay,1133
100,38,Ordered,square,90,evacuate,1198
10,38,Ordered,square,30,stay,1000
10,38,Ordered,square,90,evacuate,648
10,38,Ordered,square,40,stay,1100
10,38,Ordered,square,100,evacuate,583
10,38,Ordered,square,50,evacuate,701
100,38,Ordered,square,70,evacuate,832
10,38,Ordered,square,80,evacuate,715
100,38,Ordered,square,40,evacuate,816
100,38,Ordered,square,80,evacuate,499
10,38,Ordered,square,20,evacuate,700
100,38,Ordered,square,10,stay,866
100,38,Ordered,house,60,evacuate,1759
10,38,Ordered,house,80,evacuate,1026
100,38,Ordered,house,20,stay,940
10,38,Ordered,house,30,stay,913
100,38,Ordered,house,50,evacuate,974
10,38,Ordered,house,70,evacuate,1398
100,38,Ordered,house,80,evacuate,1104
10,38,Ordered,house,20,stay,1247
10,38,Ordered,house,50,evacuate,913
100,38,Ordered,house,70,evacuate,1252
100,38,Ordered,house,90,evacuate,1388
10,38,Ordered,house,90,stay,1181
10,38,Ordered,house,10,evacuate,847
10,38,Ordered,house,40,evacuate,830
100,38,Ordered,house,30,stay,1260
10,38,Ordered,house,0,stay,1416
100,38,Ordered,house,10,evacuate,1542
10,38,Ordered,house,60,evacuate,1132
100,38,Ordered,house,40,stay,1342
10,38,Random,square,70,evacuate,2049
10,38,Random,square,30,evacuate,700
10,38,Random,square,90,evacuate,566
10,38,Random,square,50,evacuate,731
100,38,Random,square,60,evacuate,765
100,38,Random,square,10,stay,947
100,38,Random,square,20,evacuate,915
100,38,Random,square,80,evacuate,899
10,38,Random,square,10,stay,1719
100,38,Random,square,70,evacuate,668
100,38,Random,square,100,evacuate,549
100,38,Random,square,40,evacuate,899
100,38,Random,square,50,evacuate,580
10,38,Random,square,20,stay,863
10,38,Random,square,40,evacuate,733
100,38,Random,square,90,evacuate,766
100,38,Random,square,30,stay,831
10,38,Random,square,60,evacuate,884
10,38,Random,square,80,evacuate,665
100,38,Random,house,80,evacuate,1041
10,38,Random,house,40,evacuate,1581
10,38,Random,house,70,evacuate,648
10,38,Random,house,60,evacuate,733
10,38,Random,house,90,evacuate,750
100,38,Random,house,40,stay,881
10,38,Random,house,20,stay,915
10,38,Random,house,80,evacuate,615
100,38,Random,house,100,evacuate,926
10,38,Random,house,10,stay,1715
10,38,Random,house,30,evacuate,633
100,38,Random,house,90,evacuate,795
10,38,Random,house,50,evacuate,1062
100,38,Random,house,10,stay,797
100,38,Random,house,50,evacuate,881
100,38,Random,house,60,evacuate,1045
100,38,Random,house,70,stay,643
100,38,Random,house,30,evacuate,496
100,38,Random,house,20,evacuate,493
10,39,NA,naturalFrequency,50,evacuate,3915
100,39,NA,naturalFrequency,30,evacuate,3984
10,39,NA,naturalFrequency,20,stay,4818
10,39,NA,naturalFrequency,10,stay,1497
100,39,NA,naturalFrequency,90,evacuate,1720
10,39,NA,naturalFrequency,80,evacuate,1833
10,39,NA,naturalFrequency,60,evacuate,1122
100,39,NA,naturalFrequency,20,stay,2717
100,39,NA,naturalFrequency,50,evacuate,1317
100,39,NA,naturalFrequency,40,evacuate,1834
100,39,NA,naturalFrequency,70,evacuate,1035
100,39,NA,naturalFrequency,60,evacuate,997
100,39,NA,naturalFrequency,80,evacuate,947
10,39,NA,naturalFrequency,30,stay,2532
10,39,NA,naturalFrequency,90,evacuate,785
10,39,NA,naturalFrequency,70,evacuate,934
10,39,NA,naturalFrequency,40,evacuate,1786
10,39,NA,naturalFrequency,100,evacuate,934
100,39,NA,naturalFrequency,10,stay,1684
10,39,Ordered,square,50,evacuate,3651
10,39,Ordered,square,10,stay,1453
10,39,Ordered,square,30,evacuate,3020
100,39,Ordered,square,80,evacuate,1517
10,39,Ordered,square,60,evacuate,980
10,39,Ordered,square,90,evacuate,854
100,39,Ordered,square,10,stay,1532
100,39,Ordered,square,50,evacuate,1236
100,39,Ordered,square,70,evacuate,847
100,39,Ordered,square,90,evacuate,802
10,39,Ordered,square,70,evacuate,1297
100,39,Ordered,square,30,evacuate,2921
10,39,Ordered,square,40,evacuate,1566
100,39,Ordered,square,20,evacuate,1367
10,39,Ordered,square,80,evacuate,990
100,39,Ordered,square,100,evacuate,1132
10,39,Ordered,square,20,stay,1338
100,39,Ordered,square,60,evacuate,1001
100,39,Ordered,square,40,evacuate,1288
100,39,Ordered,house,70,evacuate,2612
100,39,Ordered,house,80,evacuate,862
100,39,Ordered,house,30,evacuate,1448
10,39,Ordered,house,40,evacuate,1250
10,39,Ordered,house,50,evacuate,850
10,39,Ordered,house,10,stay,1218
100,39,Ordered,house,60,evacuate,1202
10,39,Ordered,house,30,evacuate,2101
10,39,Ordered,house,90,evacuate,1032
100,39,Ordered,house,50,evacuate,998
100,39,Ordered,house,40,evacuate,797
10,39,Ordered,house,80,evacuate,1200
10,39,Ordered,house,20,stay,1539
10,39,Ordered,house,70,evacuate,784
100,39,Ordered,house,90,evacuate,1083
10,39,Ordered,house,100,evacuate,913
100,39,Ordered,house,20,stay,1232
100,39,Ordered,house,10,stay,1879
10,39,Ordered,house,60,evacuate,1019
10,39,Random,square,20,stay,2880
100,39,Random,square,80,evacuate,1849
100,39,Random,square,0,stay,1286
10,39,Random,square,90,evacuate,1118
100,39,Random,square,30,evacuate,1235
100,39,Random,square,40,evacuate,914
100,39,Random,square,20,stay,1199
100,39,Random,square,70,evacuate,817
10,39,Random,square,40,evacuate,1834
100,39,Random,square,10,evacuate,1541
10,39,Random,square,30,evacuate,2482
10,39,Random,square,70,evacuate,1053
10,39,Random,square,80,evacuate,891
100,39,Random,square,60,evacuate,1183
10,39,Random,square,60,evacuate,983
100,39,Random,square,90,evacuate,1055
10,39,Random,square,50,evacuate,1165
100,39,Random,square,50,evacuate,1153
10,39,Random,square,10,stay,1353
10,39,Random,house,20,stay,4222
10,39,Random,house,50,evacuate,1030
10,39,Random,house,60,evacuate,824
100,39,Random,house,20,evacuate,1347
100,39,Random,house,50,evacuate,819
10,39,Random,house,10,stay,1531
10,39,Random,house,70,evacuate,916
100,39,Random,house,40,evacuate,1229
10,39,Random,house,100,evacuate,1190
10,39,Random,house,80,evacuate,934
100,39,Random,house,80,evacuate,1132
100,39,Random,house,60,evacuate,1366
100,39,Random,house,10,stay,1613
10,39,Random,house,90,evacuate,985
100,39,Random,house,90,evacuate,1549
100,39,Random,house,30,stay,2830
10,39,Random,house,30,stay,1600
100,39,Random,house,70,evacuate,1266
10,39,Random,house,40,evacuate,1303
10,40,NA,naturalFrequency,60,evacuate,5765
10,40,NA,naturalFrequency,20,evacuate,3524
100,40,NA,naturalFrequency,70,evacuate,2630
100,40,NA,naturalFrequency,60,evacuate,1198
10,40,NA,naturalFrequency,30,evacuate,2138
100,40,NA,naturalFrequency,40,evacuate,1374
100,40,NA,naturalFrequency,50,evacuate,3524
10,40,NA,naturalFrequency,10,stay,1385
100,40,NA,naturalFrequency,90,evacuate,2194
100,40,NA,naturalFrequency,30,evacuate,1226
10,40,NA,naturalFrequency,0,stay,4318
100,40,NA,naturalFrequency,80,evacuate,1411
10,40,NA,naturalFrequency,50,evacuate,2746
10,40,NA,naturalFrequency,80,evacuate,1051
100,40,NA,naturalFrequency,10,stay,3276
10,40,NA,naturalFrequency,40,evacuate,2079
100,40,NA,naturalFrequency,20,evacuate,4123
10,40,NA,naturalFrequency,70,evacuate,2106
10,40,NA,naturalFrequency,90,evacuate,925
10,40,Ordered,square,50,evacuate,4151
10,40,Ordered,square,80,evacuate,1160
10,40,Ordered,square,20,stay,2244
100,40,Ordered,square,90,evacuate,2464
10,40,Ordered,square,10,stay,1406
100,40,Ordered,square,10,stay,2442
100,40,Ordered,square,80,evacuate,1103
10,40,Ordered,square,0,stay,1490
10,40,Ordered,square,70,evacuate,858
100,40,Ordered,square,20,evacuate,2454
10,40,Ordered,square,30,evacuate,3868
100,40,Ordered,square,50,evacuate,2224
100,40,Ordered,square,60,evacuate,1062
10,40,Ordered,square,90,evacuate,1261
100,40,Ordered,square,70,evacuate,930
10,40,Ordered,square,60,evacuate,2480
10,40,Ordered,square,40,evacuate,3399
100,40,Ordered,square,40,evacuate,2858
